geo_id,area_name,year,total_population,pop_25_plus,pop_25_less_9th,pop_25_hs_grad,pop_25_bach_plus,pop_25_34,pop_25_34_bach_plus,pop_45_64_bach_plus
0500000US36013,"Chautauqua County, New York",2010,15142,89926,3.9,36.9,8.9,87.2,16549,23.3
0500000US36015,"Chemung County, New York",2010,8101,60491,3.0,36.6,9.3,87.3,11807,21.3
0500000US36017,"Chenango County, New York",2010,3870,35113,3.4,39.6,6.7,85.6,6737,17.0
0500000US36019,"Clinton County, New York",2010,10638,55210,5.8,37.0,9.5,89.2,11464,21.8
0500000US36021,"Columbia County, New York",2010,4748,45089,3.6,32.0,12.9,88.0,8263,28.4
0500000US36023,"Cortland County, New York",2010,8704,30088,2.8,36.3,9.3,91.9,6146,26.0
0500000US36025,"Delaware County, New York",2010,4632,33831,3.8,39.1,8.1,91.1,5674,16.8
0500000US36027,"Dutchess County, New York",2010,31460,196715,4.0,29.5,13.9,89.9,42857,34.1
0500000US36029,"Erie County, New York",2010,93828,622588,3.5,30.1,12.7,91.9,120054,34.3
0500000US36031,"Essex County, New York",2010,3147,28503,3.5,34.5,10.5,89.9,5327,21.7
0500000US36033,"Franklin County, New York",2010,5226,35561,6.2,40.3,7.9,84.5,7706,17.0
0500000US36035,"Fulton County, New York",2010,4200,38702,4.9,39.7,5.6,82.4,7847,13.5
0500000US36037,"Genesee County, New York",2010,5332,40945,3.1,37.7,8.0,94.7,8295,21.1
0500000US36039,"Greene County, New York",2010,4869,34621,4.7,39.7,8.4,84.0,6798,19.0
0500000US36041,"Hamilton County, New York",2010,246,3828,5.3,35.2,12.0,90.0,611,26.8
0500000US36043,"Herkimer County, New York",2010,5528,44207,3.5,36.8,7.4,93.5,8236,17.9
0500000US36045,"Jefferson County, New York",2010,14934,71402,2.8,36.6,8.5,91.7,15425,20.5
0500000US36047,"Kings County, New York",2010,257247,1613215,11.2,28.8,10.8,85.8,342810,31.6
0500000US36049,"Lewis County, New York",2010,2241,17994,4.3,47.5,6.0,90.1,3478,13.0
0500000US36051,"Livingston County, New York",2010,9731,42311,3.4,35.5,9.9,87.0,8923,25.7
0500000US36053,"Madison County, New York",2010,9874,46639,2.7,34.9,9.9,90.5,9471,25.7
0500000US36055,"Monroe County, New York",2010,81671,487246,3.9,25.6,15.1,90.7,98865,38.7
0500000US36057,"Montgomery County, New York",2010,4046,34034,5.6,37.8,7.0,84.8,6534,18.5
0500000US36059,"Nassau County, New York",2010,109952,904445,5.0,25.5,18.2,89.7,187050,45.8
0500000US36061,"New York County, New York",2010,174629,1166760,8.5,13.3,27.2,93.1,243451,61.0
0500000US36063,"Niagara County, New York",2010,20104,148173,3.1,37.4,8.4,91.9,28843,23.6
0500000US36065,"Oneida County, New York",2010,23120,159341,5.0,34.0,8.6,86.2,31131,21.3
0500000US36067,"Onondaga County, New York",2010,50250,304320,3.1,27.9,13.8,91.4,61471,33.3
0500000US36069,"Ontario County, New York",2010,9597,72132,2.7,28.6,12.6,92.5,14616,37.2
0500000US36071,"Orange County, New York",2010,35466,232097,4.6,30.8,11.7,84.5,55490,31.5
0500000US36073,"Orleans County, New York",2010,4042,29133,5.3,41.3,5.5,85.7,6140,16.2
0500000US36075,"Oswego County, New York",2010,14818,78127,3.6,42.6,6.1,90.1,16789,15.4
0500000US36077,"Otsego County, New York",2010,10505,39938,3.8,35.6,11.0,89.6,7248,25.8
0500000US36079,"Putnam County, New York",2010,7070,68000,2.1,29.1,16.0,94.6,16130,42.8
0500000US36081,"Queens County, New York",2010,210325,1527856,10.4,28.6,10.3,87.0,331446,31.6
0500000US36083,"Rensselaer County, New York",2010,17600,106304,3.5,32.3,11.8,92.1,21500,29.4
0500000US36085,"Richmond County, New York",2010,42586,311146,5.0,33.8,11.3,90.4,67997,31.0
0500000US36087,"Rockland County, New York",2010,26888,192620,6.0,23.8,18.2,86.0,40332,45.3
0500000US36089,"St. Lawrence County, New York",2010,17301,70150,4.9,38.7,8.6,87.9,14014,20.2
0500000US36091,"Saratoga County, New York",2010,17359,149410,2.4,28.6,14.8,94.5,33720,41.1
0500000US36093,"Schenectady County, New York",2010,13934,103555,3.2,31.6,13.0,91.3,20896,29.8
0500000US36095,"Schoharie County, New York",2010,3872,22096,3.3,39.1,8.7,88.2,4222,21.3
0500000US36097,"Schuyler County, New York",2010,1542,12977,3.4,39.6,7.8,93.0,2476,15.5
0500000US36099,"Seneca County, New York",2010,3311,24267,5.5,35.6,6.5,79.0,4755,18.9
0500000US36101,"Steuben County, New York",2010,7634,67276,4.2,36.8,9.5,91.6,12878,22.2
0500000US36103,"Suffolk County, New York",2010,124753,993716,4.4,30.6,14.2,89.5,228064,34.9
0500000US36105,"Sullivan County, New York",2010,6293,53448,5.7,34.4,8.8,81.3,11004,20.8
0500000US36107,"Tioga County, New York",2010,3889,35124,2.0,37.4,9.1,88.7,6837,22.3
0500000US36109,"Tompkins County, New York",2010,26798,56968,1.9,20.7,28.5,94.3,11068,49.7
0500000US36111,"Ulster County, New York",2010,17854,126669,3.7,29.5,13.6,86.9,26155,30.9
0500000US36113,"Warren County, New York",2010,5052,46676,2.6,33.0,11.9,91.4,8881,31.4
0500000US36115,"Washington County, New York",2010,5514,43839,4.8,42.0,7.3,82.6,9333,14.4
0500000US36117,"Wayne County, New York",2010,6957,63678,4.4,34.3,8.5,88.1,13685,21.3
0500000US36119,"Westchester County, New York",2010,74863,635503,6.5,23.0,22.1,85.7,138704,49.7
0500000US36121,"Wyoming County, New York",2010,3435,29888,4.2,40.8,5.5,84.0,6579,14.0
0500000US36123,"Yates County, New York",2010,2693,16273,8.0,38.6,10.3,74.5,2803,18.3
Geography,Geographic Area Name,2018,Estimate!!Total!!Population 18 to 24 years,Estimate!!Total!!Population 25 years and over,Estimate!!Total!!Population 25 years and over!!Less than 9th grade,Estimate!!Total!!Population 25 years and over!!High school graduate (includes equivalency),Estimate!!Total!!Population 25 years and over!!Graduate or professional degree,Estimate!!Total!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,Estimate!!Total!!Population 25 years and over!!Population 35 to 44 years,Estimate!!Total!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher
0400000US36,New York,2018,1870478,13606342,857177,3556251,2139561,2587918,2446070,1008078
0500000US36001,"Albany County, New York",2018,45521,204509,5083,49310,41346,38346,34776,16492
0500000US36003,"Allegany County, New York",2018,7284,30155,968,11052,3072,4255,4648,1177
0500000US36005,"Bronx County, New York",2018,152655,924137,131141,255427,64547,183727,181911,38652
0500000US36007,"Broome County, New York",2018,27491,128950,3520,40079,16286,19786,19835,6082
0500000US36009,"Cattaraugus County, New York",2018,7216,53030,2103,20869,4509,7429,8380,2007
0500000US36011,"Cayuga County, New York",2018,6715,55526,1704,18306,4942,8228,9011,2207
0500000US36013,"Chautauqua County, New York",2018,13050,89858,3197,32222,8703,13235,13614,3220
0500000US36015,"Chemung County, New York",2018,7159,59921,1763,21581,6484,9510,10159,2686
0500000US36017,"Chenango County, New York",2018,3749,34458,1049,13439,2845,4749,5252,1038
0500000US36019,"Clinton County, New York",2018,11305,54954,2319,20505,6211,8840,9380,2298
0500000US36021,"Columbia County, New York",2018,4348,45606,1547,13918,6933,6024,6492,2085
0500000US36023,"Cortland County, New York",2018,8525,30162,796,9850,3585,5141,4879,1459
0500000US36025,"Delaware County, New York",2018,4760,32888,1030,12386,3141,3938,4280,990
0500000US36027,"Dutchess County, New York",2018,32378,204465,6540,53655,32300,30979,33864,13191
0500000US36029,"Erie County, New York",2018,87610,643713,17901,178600,95782,119531,101496,43033
0500000US36031,"Essex County, New York",2018,2695,28731,840,9451,3385,4081,4291,1258
0500000US36033,"Franklin County, New York",2018,5092,35688,1529,13421,3567,6152,6036,1118
0500000US36035,"Fulton County, New York",2018,4166,38600,1192,13795,3193,5525,6208,1022
0500000US36037,"Genesee County, New York",2018,4913,41265,638,15105,3689,6618,6380,1623
0500000US36039,"Greene County, New York",2018,4133,35427,1189,13526,3262,5170,5187,1324
0500000US36041,"Hamilton County, New York",2018,406,3536,94,1007,367,229,390,104
0500000US36043,"Herkimer County, New York",2018,5600,43844,1518,16236,3885,6430,6661,1588
0500000US36045,"Jefferson County, New York",2018,14302,72369,1845,24590,6810,18470,13294,3467
0500000US36047,"Kings County, New York",2018,223707,1777281,163082,455299,258139,428333,359498,152866
0500000US36049,"Lewis County, New York",2018,2154,18373,533,8469,1345,2811,2982,616
0500000US36051,"Livingston County, New York",2018,9624,42687,995,14037,5033,6222,6593,1880
0500000US36053,"Madison County, New York",2018,9531,47906,1296,16311,5560,6863,7444,2311
0500000US36055,"Monroe County, New York",2018,76369,510506,16138,122362,85778,94838,83605,35424
0500000US36057,"Montgomery County, New York",2018,3928,34213,1606,12028,2569,5165,5600,1154
0500000US36059,"Nassau County, New York",2018,120849,940610,43513,216539,192332,143582,162600,86567
0500000US36061,"New York County, New York",2018,149638,1247071,87317,155048,367091,345492,234534,156079
0500000US36063,"Niagara County, New York",2018,18251,150607,3756,51509,15340,24093,23528,7246
0500000US36065,"Oneida County, New York",2018,22421,159279,6959,52346,16115,25493,25448,7453
0500000US36067,"Onondaga County, New York",2018,48534,315658,9034,79760,49303,55916,51694,21139
0500000US36069,"Ontario County, New York",2018,10173,76734,1555,20535,11963,11028,11886,5502
0500000US36071,"Orange County, New York",2018,40210,240918,8661,71452,30328,38664,45245,15402
0500000US36073,"Orleans County, New York",2018,3378,29632,1089,11503,1782,4689,4607,686
0500000US36075,"Oswego County, New York",2018,13526,80149,2684,30175,6120,12658,13043,2840
0500000US36077,"Otsego County, New York",2018,10459,39907,952,12780,5869,5393,5600,1753
0500000US36079,"Putnam County, New York",2018,8461,70298,2497,18926,12024,9907,11647,5468
0500000US36081,"Queens County, New York",2018,186799,1646256,167643,454105,191106,335686,320326,115775
0500000US36083,"Rensselaer County, New York",2018,16626,111082,2736,32314,14319,20400,18554,6769
0500000US36085,"Richmond County, New York",2018,40845,328753,16162,101738,43548,57324,60147,24729
0500000US36087,"Rockland County, New York",2018,30112,203509,11305,45768,37307,32046,35804,14767
0500000US36089,"St. Lawrence County, New York",2018,15284,71856,2631,26522,8683,11318,11838,3558
0500000US36091,"Saratoga County, New York",2018,18915,161493,2736,39539,28858,25645,28533,14477
0500000US36093,"Schenectady County, New York",2018,14448,106960,3795,31383,14564,18836,18915,6229
0500000US36095,"Schoharie County, New York",2018,3499,22210,720,8205,2091,2981,3238,849
0500000US36097,"Schuyler County, New York",2018,1277,13200,444,4824,1192,1774,1909,513
0500000US36099,"Seneca County, New York",2018,2894,24803,1262,8665,2196,3826,3865,928
0500000US36101,"Steuben County, New York",2018,7650,68069,2144,25439,7610,10250,11141,3514
0500000US36103,"Suffolk County, New York",2018,136173,1028820,45995,287538,165936,157340,179030,72279
0500000US36105,"Sullivan County, New York",2018,6078,53101,2480,17834,5380,7898,8416,1639
0500000US36107,"Tioga County, New York",2018,3811,34739,697,12549,3297,4800,5517,1605
0500000US36109,"Tompkins County, New York",2018,27818,59782,977,11592,17892,12557,10452,6161
0500000US36111,"Ulster County, New York",2018,16951,129932,4093,38655,18646,20019,20768,7389
0500000US36113,"Warren County, New York",2018,4734,47790,1200,15212,6589,6918,6963,2446
0500000US36115,"Washington County, New York",2018,5079,44839,1918,17111,3960,6452,7476,1748
0500000US36117,"Wayne County, New York",2018,7323,63828,2176,22077,6087,9035,10149,3022
0500000US36119,"Westchester County, New York",2018,85757,665958,42544,130268,161199,98282,123911,65822
0500000US36121,"Wyoming County, New York",2018,3357,29144,923,11861,1827,4938,4764,823
0500000US36123,"Yates County, New York",2018,2762,16597,1423,5643,1739,2053,2376,529
Geography,Geographic Area Name,2017,Estimate!!Total!!Population 18 to 24 years,Estimate!!Total!!Population 25 years and over,Estimate!!Total!!Population 25 years and over!!Less than 9th grade,Estimate!!Total!!Population 25 years and over!!High school graduate (includes equivalency),Estimate!!Total!!Population 25 years and over!!Graduate or professional degree,Estimate!!Total!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,Estimate!!Total!!Population 25 years and over!!Population 35 to 44 years,Estimate!!Total!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher
0400000US36,New York,2017,1934115,13660809,884080,3591287,2101826,2595661,2485508,1000255
0500000US36001,"Albany County, New York",2017,45589,204833,5104,50589,39895,38565,34876,16059
0500000US36003,"Allegany County, New York",2017,7377,30331,1082,11464,2991,4271,4720,1148
0500000US36005,"Bronx County, New York",2017,161311,927374,134691,256066,63879,183257,184809,38416
0500000US36007,"Broome County, New York",2017,27828,129802,3497,40700,16037,20059,20007,6003
0500000US36009,"Cattaraugus County, New York",2017,7307,53201,2008,21015,4366,7575,8484,1989
0500000US36011,"Cayuga County, New York",2017,6976,55476,1659,18110,4935,8120,9072,2214
0500000US36013,"Chautauqua County, New York",2017,13450,90242,3572,32162,8570,13231,13834,3103
0500000US36015,"Chemung County, New York",2017,7813,60124,1554,21231,6961,9486,10276,2746
0500000US36017,"Chenango County, New York",2017,3883,34561,1083,13451,2874,4673,5319,1212
0500000US36019,"Clinton County, New York",2017,11302,55125,2510,20454,5854,8703,9575,2299
0500000US36021,"Columbia County, New York",2017,4511,45715,1692,14109,6663,5891,6654,1992
0500000US36023,"Cortland County, New York",2017,8649,30199,780,10308,3397,5100,5041,1320
0500000US36025,"Delaware County, New York",2017,4901,32972,1052,12403,3135,3845,4349,989
0500000US36027,"Dutchess County, New York",2017,33032,204168,6498,53465,31746,30666,34440,13299
0500000US36029,"Erie County, New York",2017,90620,642871,18240,179951,93578,117942,102308,41136
0500000US36031,"Essex County, New York",2017,2912,28866,868,9615,3518,4125,4304,1199
0500000US36033,"Franklin County, New York",2017,5180,35862,1736,13328,3451,6055,6084,991
0500000US36035,"Fulton County, New York",2017,4213,38651,1275,13794,3052,5427,6360,1037
0500000US36037,"Genesee County, New York",2017,5138,41240,729,14790,3616,6296,6484,1486
0500000US36039,"Greene County, New York",2017,4468,35151,1188,12827,3363,4682,5323,1378
0500000US36041,"Hamilton County, New York",2017,386,3604,88,1155,409,280,410,134
0500000US36043,"Herkimer County, New York",2017,5693,43979,1501,16040,3850,6394,6847,1700
0500000US36045,"Jefferson County, New York",2017,15051,73008,1888,24512,6609,18295,13432,3527
0500000US36047,"Kings County, New York",2017,236951,1789355,172862,460338,249155,428596,364039,148578
0500000US36049,"Lewis County, New York",2017,2233,18363,501,8436,1322,2849,2990,668
0500000US36051,"Livingston County, New York",2017,9812,42717,1151,14257,4499,6159,6781,1824
0500000US36053,"Madison County, New York",2017,9713,47707,1254,16389,5477,6874,7531,2179
0500000US36055,"Monroe County, New York",2017,79001,510165,16056,123741,83730,94728,84486,35476
0500000US36057,"Montgomery County, New York",2017,4048,34126,1654,12036,2358,5084,5537,1075
0500000US36059,"Nassau County, New York",2017,122061,942504,44564,219372,188711,142861,164284,85248
0500000US36061,"New York County, New York",2017,155089,1259137,88010,156607,366162,352320,238802,157052
0500000US36063,"Niagara County, New York",2017,18932,150502,4009,52205,14801,24030,23779,7329
0500000US36065,"Oneida County, New York",2017,22906,159917,7378,53357,15433,25239,25811,7063
0500000US36067,"Onondaga County, New York",2017,49527,316513,9191,80811,48689,56659,52219,20648
0500000US36069,"Ontario County, New York",2017,10353,76354,1598,21491,11395,10830,12074,5354
0500000US36071,"Orange County, New York",2017,40184,240447,8570,71195,29772,38471,46008,15255
0500000US36073,"Orleans County, New York",2017,3535,29704,1231,11706,1842,4585,4692,704
0500000US36075,"Oswego County, New York",2017,13908,80201,2828,30749,6291,12610,13324,2895
0500000US36077,"Otsego County, New York",2017,10664,40004,981,13077,5711,5400,5713,1853
0500000US36079,"Putnam County, New York",2017,8336,70373,2590,19539,11507,9852,11977,5186
0500000US36081,"Queens County, New York",2017,200009,1665576,174550,461228,187932,342558,328686,115883
0500000US36083,"Rensselaer County, New York",2017,16899,110822,2720,31980,14169,20542,18663,6585
0500000US36085,"Richmond County, New York",2017,42120,328506,15504,103011,42865,57040,61082,23966
0500000US36087,"Rockland County, New York",2017,30382,204647,12176,45439,37762,31839,36187,15344
0500000US36089,"St. Lawrence County, New York",2017,15976,72131,2869,26084,8338,11692,12038,3179
0500000US36091,"Saratoga County, New York",2017,18899,160285,2690,39770,27322,25702,28940,14037
0500000US36093,"Schenectady County, New York",2017,14739,106739,3766,31537,14366,18711,18804,6344
0500000US36095,"Schoharie County, New York",2017,3683,22191,748,8205,1970,2907,3344,890
0500000US36097,"Schuyler County, New York",2017,1338,13177,414,5073,1341,1740,2000,507
0500000US36099,"Seneca County, New York",2017,2972,24870,1178,8802,2134,3868,3935,949
0500000US36101,"Steuben County, New York",2017,7797,68162,2173,25337,7497,10243,11200,3332
0500000US36103,"Suffolk County, New York",2017,138040,1030141,46974,292373,163250,156058,183911,73863
0500000US36105,"Sullivan County, New York",2017,6300,53264,2235,17732,5297,7766,8540,1973
0500000US36107,"Tioga County, New York",2017,3860,34772,749,12383,3148,4853,5486,1357
0500000US36109,"Tompkins County, New York",2017,28480,60092,790,11947,17889,12808,10431,6136
0500000US36111,"Ulster County, New York",2017,17496,129659,3828,39462,18400,19371,21073,7336
0500000US36113,"Warren County, New York",2017,4911,47642,1291,15652,6529,6829,7082,2393
0500000US36115,"Washington County, New York",2017,5251,44765,1625,17553,3649,6650,7470,1708
0500000US36117,"Wayne County, New York",2017,7511,63889,2210,22578,5704,8927,10262,2927
0500000US36119,"Westchester County, New York",2017,86345,668102,44461,130493,159217,98545,126022,66380
0500000US36121,"Wyoming County, New York",2017,3435,29320,1036,12104,1688,4873,4918,864
0500000US36123,"Yates County, New York",2017,2829,16613,1370,5699,1755,2054,2379,538
Geography,Geographic Area Name,2016,Total!!Estimate!!Population 18 to 24 years,Total!!Estimate!!Population 25 years and over,Total!!Estimate!!Population 25 years and over!!Less than 9th grade,Total!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency),Total!!Estimate!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!Population 25 to 34 years!!High school graduate or higher,Total!!Estimate!!Population 35 to 44 years,Total!!Estimate!!Population 35 to 44 years!!Bachelor's degree or higher
0400000US36,New York,2016,1966965,13504083,882123,3569454,2037243,2538489,2501802,986370
0500000US36001,"Albany County, New York",2016,45357,204003,4916,52410,38999,38238,34873,15260
0500000US36003,"Allegany County, New York",2016,7493,30449,1067,11508,3151,4316,4809,1095
0500000US36005,"Bronx County, New York",2016,164203,905151,132714,248174,59904,175501,183782,38498
0500000US36007,"Broome County, New York",2016,27999,130537,3454,41580,16150,20233,20168,5936
0500000US36009,"Cattaraugus County, New York",2016,7395,53233,2265,21434,4125,7539,8659,2014
0500000US36011,"Cayuga County, New York",2016,7240,55396,1492,18382,4899,8046,9296,2009
0500000US36013,"Chautauqua County, New York",2016,13959,90235,3678,32310,8586,13095,14087,3191
0500000US36015,"Chemung County, New York",2016,8142,60379,1534,21063,6719,9364,10553,2718
0500000US36017,"Chenango County, New York",2016,4030,34728,1213,13440,2831,4638,5516,1070
0500000US36019,"Clinton County, New York",2016,11378,55217,2607,19622,5861,8738,9604,2557
0500000US36021,"Columbia County, New York",2016,4648,45731,1684,14220,6599,5658,6731,2076
0500000US36023,"Cortland County, New York",2016,8541,30566,856,10307,3255,5243,5120,1358
0500000US36025,"Delaware County, New York",2016,5073,32976,1013,12580,2980,3788,4482,1045
0500000US36027,"Dutchess County, New York",2016,33453,202687,6652,53890,31012,30330,35064,13332
0500000US36029,"Erie County, New York",2016,92997,637800,18673,180119,91856,114310,103348,39598
0500000US36031,"Essex County, New York",2016,2956,29016,902,10104,3182,4072,4485,970
0500000US36033,"Franklin County, New York",2016,5112,35796,1842,12920,3296,6261,6267,1137
0500000US36035,"Fulton County, New York",2016,4358,38699,1334,14182,2885,5425,6458,1095
0500000US36037,"Genesee County, New York",2016,5287,41449,953,14872,3601,6338,6625,1544
0500000US36039,"Greene County, New York",2016,4685,35014,1185,12816,2952,4489,5453,1290
0500000US36041,"Hamilton County, New York",2016,382,3575,178,1098,386,301,324,84
0500000US36043,"Herkimer County, New York",2016,5856,44238,1500,15679,3941,6430,7007,1672
0500000US36045,"Jefferson County, New York",2016,15074,73692,1972,25083,6646,18420,13864,3470
0500000US36047,"Kings County, New York",2016,244788,1753695,173424,452449,235026,414576,360926,141308
0500000US36049,"Lewis County, New York",2016,2285,18490,571,8282,1306,2812,3083,657
0500000US36051,"Livingston County, New York",2016,9920,42621,1140,14412,4766,6010,6902,1931
0500000US36053,"Madison County, New York",2016,9881,47606,1462,16078,5581,6745,7668,2103
0500000US36055,"Monroe County, New York",2016,81025,507237,15773,124160,82257,93039,85466,35731
0500000US36057,"Montgomery County, New York",2016,4092,34243,1837,12636,2144,4970,5682,928
0500000US36059,"Nassau County, New York",2016,121621,934765,44821,221890,183145,139110,165445,84225
0500000US36061,"New York County, New York",2016,158011,1237623,85508,155318,354449,349286,239951,157338
0500000US36063,"Niagara County, New York",2016,19449,150231,3887,52384,14715,23508,24194,7137
0500000US36065,"Oneida County, New York",2016,23198,159946,7186,53574,15104,24939,26238,7226
0500000US36067,"Onondaga County, New York",2016,50425,315056,9381,81545,47408,55716,52882,20680
0500000US36069,"Ontario County, New York",2016,10482,76016,1766,21577,11161,10645,12224,5224
0500000US36071,"Orange County, New York",2016,40168,238224,9005,71105,28837,37324,46689,15051
0500000US36073,"Orleans County, New York",2016,3754,29695,1411,11728,1821,4370,4866,675
0500000US36075,"Oswego County, New York",2016,14170,80149,2871,31198,6104,12696,13563,2708
0500000US36077,"Otsego County, New York",2016,10836,39869,1065,13226,5297,5371,5737,1857
0500000US36079,"Putnam County, New York",2016,8332,69769,2715,18806,11419,9488,12409,5380
0500000US36081,"Queens County, New York",2016,206170,1630963,173337,444776,182571,333555,328408,114495
0500000US36083,"Rensselaer County, New York",2016,17455,110059,2800,31519,13646,19751,18953,6231
0500000US36085,"Richmond County, New York",2016,43156,324340,14801,101997,41037,56182,61738,23209
0500000US36087,"Rockland County, New York",2016,30273,202987,11973,45527,36914,31134,36202,15687
0500000US36089,"St. Lawrence County, New York",2016,16456,72141,2905,25990,8239,11588,12290,3195
0500000US36091,"Saratoga County, New York",2016,18928,158211,2582,40132,25767,25219,29305,13848
0500000US36093,"Schenectady County, New York",2016,14731,106136,4045,31473,14689,18465,19053,6324
0500000US36095,"Schoharie County, New York",2016,3687,22026,732,8371,1880,2933,3478,856
0500000US36097,"Schuyler County, New York",2016,1429,13277,376,5299,1286,1715,2059,494
0500000US36099,"Seneca County, New York",2016,3021,24924,1066,8867,2140,3783,3997,974
0500000US36101,"Steuben County, New York",2016,7962,68291,2219,25448,7321,10217,11363,3218
0500000US36103,"Suffolk County, New York",2016,138819,1024860,47657,295808,159688,152558,188527,74144
0500000US36105,"Sullivan County, New York",2016,6437,53020,2259,17682,5339,7512,8749,1969
0500000US36107,"Tioga County, New York",2016,3756,34981,798,12331,3294,4820,5640,1420
0500000US36109,"Tompkins County, New York",2016,28624,59666,803,11883,17535,12811,10302,5821
0500000US36111,"Ulster County, New York",2016,17892,129015,4058,39401,18130,19032,21490,7270
0500000US36113,"Warren County, New York",2016,5151,47419,1281,15842,6106,6609,7201,2314
0500000US36115,"Washington County, New York",2016,5342,44794,1647,17728,3747,6543,7849,1858
0500000US36117,"Wayne County, New York",2016,7599,63894,2142,23064,5381,8938,10405,2931
0500000US36119,"Westchester County, New York",2016,85574,661283,44678,130376,154882,96858,126878,65609
0500000US36121,"Wyoming County, New York",2016,3537,29560,1029,12177,1644,4898,5063,817
0500000US36123,"Yates County, New York",2016,2911,16434,1428,5602,1651,1990,2352,508
Geography,Geographic Area Name,2019,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher
0400000US36,New York,2019,1831883,13631937,838231,3541274,2185929,2605586,2433007,1023449
0500000US36001,"Albany County, New York",2019,45150,204918,5303,47042,41807,37948,34918,16920
0500000US36003,"Allegany County, New York",2019,7209,30038,939,11012,3079,4344,4587,1120
0500000US36005,"Bronx County, New York",2019,147118,929546,124987,259572,66529,187084,181385,39268
0500000US36007,"Broome County, New York",2019,27496,128064,3490,40302,16564,19834,19807,6082
0500000US36009,"Cattaraugus County, New York",2019,7088,52849,1968,20715,4653,7536,8250,1838
0500000US36011,"Cayuga County, New York",2019,6595,55436,1862,18436,4837,8108,9079,2215
0500000US36013,"Chautauqua County, New York",2019,12659,89517,3083,31774,8716,13276,13501,3526
0500000US36015,"Chemung County, New York",2019,6964,59604,1702,21042,6295,9413,9982,2582
0500000US36017,"Chenango County, New York",2019,3614,34344,1014,13380,2803,4697,5162,1163
0500000US36019,"Clinton County, New York",2019,10844,55211,2284,20807,5991,8938,9373,2406
0500000US36021,"Columbia County, New York",2019,4146,45574,1555,13653,7048,5943,6415,2168
0500000US36023,"Cortland County, New York",2019,8585,30113,794,9663,3708,5180,4808,1450
0500000US36025,"Delaware County, New York",2019,4522,32787,888,12319,3269,3985,4221,994
0500000US36027,"Dutchess County, New York",2019,31945,205613,6401,55135,32935,31634,33735,12803
0500000US36029,"Erie County, New York",2019,85802,645981,17239,178202,96533,121035,102040,44451
0500000US36031,"Essex County, New York",2019,2638,28667,720,9871,3391,4028,4150,1232
0500000US36033,"Franklin County, New York",2019,5352,35065,1506,13214,3229,6022,5978,1099
0500000US36035,"Fulton County, New York",2019,4109,38601,1066,13766,3247,5628,6193,1133
0500000US36037,"Genesee County, New York",2019,4717,41334,756,14864,3703,6790,6306,1700
0500000US36039,"Greene County, New York",2019,4156,35359,1377,13689,3440,5087,5087,1278
0500000US36041,"Hamilton County, New York",2019,323,3567,126,969,277,261,383,70
0500000US36043,"Herkimer County, New York",2019,5455,43732,1452,16144,4047,6391,6633,1802
0500000US36045,"Jefferson County, New York",2019,14020,71540,1795,24858,6339,17941,12911,3362
0500000US36047,"Kings County, New York",2019,215081,1780247,157367,458191,267251,430623,358925,158115
0500000US36049,"Lewis County, New York",2019,2085,18360,504,8198,1458,2811,2920,655
0500000US36051,"Livingston County, New York",2019,9523,42678,983,13617,5146,6297,6682,1967
0500000US36053,"Madison County, New York",2019,9423,47967,1123,16683,5379,6965,7393,2388
0500000US36055,"Monroe County, New York",2019,74733,512676,16262,119716,88363,95516,83726,36576
0500000US36057,"Montgomery County, New York",2019,3797,34199,1636,12106,2563,5153,5599,1129
0500000US36059,"Nassau County, New York",2019,119754,943013,44150,213909,195245,145094,162394,88188
0500000US36061,"New York County, New York",2019,147692,1249365,85770,155198,370357,345477,233817,157206
0500000US36063,"Niagara County, New York",2019,17570,150726,3629,50066,15701,24336,23415,7368
0500000US36065,"Oneida County, New York",2019,22090,158944,7034,50633,16800,25529,25347,7959
0500000US36067,"Onondaga County, New York",2019,47911,315878,8883,80217,50232,56464,51724,21541
0500000US36069,"Ontario County, New York",2019,10020,77172,1420,20395,12835,11285,11907,5838
0500000US36071,"Orange County, New York",2019,40018,242775,8694,71028,31344,39783,45132,15639
0500000US36073,"Orleans County, New York",2019,3351,29499,951,11300,1755,4612,4721,860
